image_name,,,,,
01077_jpg.rf.3621dcd3b5922102fb8c67755126abf1.jpg,188,70,214,148,qaaf
01077_jpg.rf.3621dcd3b5922102fb8c67755126abf1.jpg,149,74,179,147,Taa
01077_jpg.rf.3621dcd3b5922102fb8c67755126abf1.jpg,114,90,140,178,ain
01077_jpg.rf.3621dcd3b5922102fb8c67755126abf1.jpg,73,115,95,164,5
01077_jpg.rf.3621dcd3b5922102fb8c67755126abf1.jpg,45,118,69,187,4
01077_jpg.rf.3621dcd3b5922102fb8c67755126abf1.jpg,16,119,36,178,6
0550_license_plate_1_png.rf.35daee6c02a7e936630294339a1f4d56.jpg,181,94,200,149,raa
0550_license_plate_1_png.rf.35daee6c02a7e936630294339a1f4d56.jpg,149,100,173,149,waw
0550_license_plate_1_png.rf.35daee6c02a7e936630294339a1f4d56.jpg,118,94,145,161,qaaf
0550_license_plate_1_png.rf.35daee6c02a7e936630294339a1f4d56.jpg,92,98,109,164,6
0550_license_plate_1_png.rf.35daee6c02a7e936630294339a1f4d56.jpg,67,97,86,163,6
0550_license_plate_1_png.rf.35daee6c02a7e936630294339a1f4d56.jpg,44,103,63,170,6
0550_license_plate_1_png.rf.35daee6c02a7e936630294339a1f4d56.jpg,19,104,42,179,6
01468_jpg.rf.35fa54052230e578d8aaf8f800be0b01.jpg,183,122,213,179,baa
01468_jpg.rf.35fa54052230e578d8aaf8f800be0b01.jpg,155,120,175,187,7aa
01468_jpg.rf.35fa54052230e578d8aaf8f800be0b01.jpg,119,126,154,168,saad
01468_jpg.rf.35fa54052230e578d8aaf8f800be0b01.jpg,49,107,68,168,9
1024_license_plate_1_png.rf.361290bbb0aa0f002d5666ca1fece40b.jpg,177,116,201,186,raa
1024_license_plate_1_png.rf.361290bbb0aa0f002d5666ca1fece40b.jpg,145,121,170,176,raa
1024_license_plate_1_png.rf.361290bbb0aa0f002d5666ca1fece40b.jpg,115,123,139,185,raa
1024_license_plate_1_png.rf.361290bbb0aa0f002d5666ca1fece40b.jpg,85,104,105,182,4
1024_license_plate_1_png.rf.361290bbb0aa0f002d5666ca1fece40b.jpg,61,103,82,185,4
1024_license_plate_1_png.rf.361290bbb0aa0f002d5666ca1fece40b.jpg,37,100,59,180,4
1024_license_plate_1_png.rf.361290bbb0aa0f002d5666ca1fece40b.jpg,17,98,36,179,4
02210_jpg.rf.3550413a0fbe756bdb198f24c9b260cd.jpg,172,101,195,198,ghayn
02210_jpg.rf.3550413a0fbe756bdb198f24c9b260cd.jpg,126,103,155,176,taa
02210_jpg.rf.3550413a0fbe756bdb198f24c9b260cd.jpg,43,98,60,178,4
01397_jpg.rf.3690486ffcdfb60316feeb3b1846f4c6.jpg,182,127,201,179,raa
01397_jpg.rf.3690486ffcdfb60316feeb3b1846f4c6.jpg,130,121,153,192,7aa
01397_jpg.rf.3690486ffcdfb60316feeb3b1846f4c6.jpg,70,112,88,170,8
01397_jpg.rf.3690486ffcdfb60316feeb3b1846f4c6.jpg,27,121,47,161,5
01632_jpg.rf.3601697872441d87a0950c0dffcdaf99.jpg,181,113,199,163,waw
01632_jpg.rf.3601697872441d87a0950c0dffcdaf99.jpg,144,113,167,172,jeem
01632_jpg.rf.3601697872441d87a0950c0dffcdaf99.jpg,110,113,132,174,7aa
01632_jpg.rf.3601697872441d87a0950c0dffcdaf99.jpg,66,106,85,152,7
01632_jpg.rf.3601697872441d87a0950c0dffcdaf99.jpg,40,108,56,153,2
01632_jpg.rf.3601697872441d87a0950c0dffcdaf99.jpg,13,107,27,152,3
04944_jpg.rf.36660a34bd0a4c634ef9a35e1e940051.jpg,187,112,205,161,daal
04944_jpg.rf.36660a34bd0a4c634ef9a35e1e940051.jpg,153,108,173,183,ghayn
04944_jpg.rf.36660a34bd0a4c634ef9a35e1e940051.jpg,119,113,148,170,faa
04944_jpg.rf.36660a34bd0a4c634ef9a35e1e940051.jpg,91,130,104,182,1
04944_jpg.rf.36660a34bd0a4c634ef9a35e1e940051.jpg,67,131,81,185,1
04944_jpg.rf.36660a34bd0a4c634ef9a35e1e940051.jpg,41,134,58,186,7
04944_jpg.rf.36660a34bd0a4c634ef9a35e1e940051.jpg,15,136,33,192,3
